,time,left_pwm,right_pwm,left_pressure,right_pressure,left_flex,right_flex,base_pos_x,base_pos_y,tip_pos_x,tip_pos_y
0,0.0,0.0,0.0,24.0,62.0,614.0,1.0,600.0408749942103,222.9603278494038,605.8091067368331,397.12890437675037
1,0.030029296875,0.0,0.0,23.0,64.0,613.0,1.0,599.9695058808524,223.00562921632215,605.781312068196,397.12215640418225
2,0.050048828125,40.0,0.0,24.0,64.0,613.0,2.0,600.0661195016223,222.96441012998193,605.842448433904,397.1532804350397
3,0.080078125,40.0,0.0,25.0,62.0,615.0,2.0,600.0661195016223,222.96441012998193,605.842448433904,397.1532804350397
4,0.110107421875,40.0,0.0,23.0,62.0,611.0,2.0,600.2179630756011,222.90444702374919,606.0460567203553,397.2060480892395
5,0.14013671875,40.0,0.0,25.0,61.0,614.0,2.0,600.2179630756011,222.90444702374919,606.0460567203553,397.2060480892395
6,0.159912109375,40.0,0.0,23.0,62.0,615.0,0.0,600.1926849569502,222.9003697720649,606.1468256036586,397.20987766405517
7,0.18994140625,40.0,0.0,26.0,62.0,612.0,0.0,600.1926849569502,222.9003697720649,606.1468256036586,397.20987766405517
8,0.219970703125,40.0,0.0,27.0,62.0,611.0,4.0,600.1464623227365,222.94990401534224,607.0488259897533,397.363896553294
9,0.25,40.0,0.0,23.0,62.0,610.0,1.0,600.1464623227365,222.94990401534224,607.0488259897533,397.363896553294
10,0.27001953125,40.0,0.0,25.0,62.0,609.0,1.0,600.1212345358825,222.94570028012947,607.5100164073995,397.62480382574006
11,0.300048828125,40.0,0.0,28.0,64.0,609.0,1.0,600.1212345358825,222.94570028012947,607.8209282822738,397.84301947191096
12,0.330078125,40.0,0.0,25.0,62.0,608.0,0.0,600.1212345358825,222.94570028012947,608.1416726904399,397.82672727981486
13,0.35009765625,40.0,0.0,25.0,62.0,607.0,2.0,600.1464623227365,222.94990401534224,608.2544546071365,397.879544435032
14,0.380126953125,40.0,0.0,24.0,62.0,609.0,7.0,600.1464623227365,222.94990401534224,608.2544546071365,397.879544435032
15,0.409912109375,40.0,0.0,27.0,62.0,607.0,0.0,600.1464623227365,222.94990401534224,608.3011845110987,397.9304956226252
16,0.429931640625,40.0,0.0,27.0,63.0,605.0,1.0,600.1926849569502,222.9003697720649,608.3011845110987,397.9304956226252
17,0.4599609375,40.0,0.0,22.0,62.0,606.0,1.0,600.1926849569502,222.9003697720649,608.2397440839012,397.89841969140997
18,0.489990234375,40.0,0.0,20.0,62.0,606.0,2.0,600.1464623227365,222.94990401534224,608.2397440839012,397.89841969140997
19,0.52001953125,40.0,0.0,27.0,62.0,607.0,2.0,600.1464623227365,222.94990401534224,608.2397440839012,397.89841969140997
20,0.5400390625,40.0,0.0,25.0,62.0,604.0,1.0,600.1212345358825,222.94570028012947,608.3150277899882,397.94651214458383
21,0.570068359375,40.0,0.0,25.0,62.0,603.0,0.0,600.1926849569502,222.9003697720649,608.5242311081277,398.08284478368824
22,0.60009765625,40.0,0.0,19.0,62.0,604.0,2.0,600.2179630756011,222.90444702374919,608.6406407264137,398.1243121870565
23,0.6201171875,40.0,0.0,28.0,62.0,603.0,1.0,600.1926849569502,222.9003697720649,608.8375095825307,398.18008943602314
24,0.650146484375,40.0,0.0,27.0,62.0,605.0,2.0,600.2384421780686,222.98467880551053,608.8929818298532,398.31433044381026
25,0.679931640625,40.0,0.0,22.0,62.0,602.0,2.0,600.2384421780686,222.98467880551053,608.8929818298532,398.31433044381026
26,0.7099609375,40.0,0.0,20.0,62.0,603.0,0.0,600.1921393324351,223.0342517548978,608.7755292698329,398.2766664897093
27,0.72998046875,40.0,0.0,26.0,62.0,602.0,0.0,600.1669045612317,223.03004270458766,608.7220612188185,398.2981571012923
28,0.760009765625,40.0,0.0,24.0,61.0,604.0,1.0,600.1921393324351,223.0342517548978,608.6120278348621,398.2193955158848
29,0.780029296875,40.0,0.0,25.0,62.0,603.0,0.0,600.1669045612317,223.03004270458766,608.5470660684854,398.2080816270249
30,0.81005859375,40.0,0.0,18.0,62.0,602.0,1.0,600.1669045612317,223.03004270458766,608.5470660684854,398.2080816270249
31,0.840087890625,40.0,0.0,27.0,62.0,603.0,1.0,600.2637274604398,222.98876126925052,608.6120278348621,398.2193955158848
32,0.8701171875,40.0,0.0,27.0,63.0,602.0,1.0,600.1921393324351,223.0342517548978,608.6863539412551,398.2932996966963
33,0.89013671875,40.0,0.0,23.0,62.0,602.0,0.0,600.2384421780686,222.98467880551053,608.7220612188185,398.2981571012923
34,0.919921875,40.0,0.0,22.0,62.0,601.0,1.0,600.2637274604398,222.98876126925052,608.9345500198747,398.39675542794583
35,0.949951171875,40.0,0.0,27.0,62.0,601.0,2.0,600.2637274604398,222.98876126925052,608.9345500198747,398.39675542794583
36,0.97998046875,40.0,0.0,24.0,62.0,601.0,2.0,600.2384421780686,222.98467880551053,608.9942101953974,398.3191086967699
37,1.0,40.0,0.0,26.0,62.0,601.0,2.0,600.2384421780686,222.98467880551053,608.9942101953974,398.3191086967699
38,1.030029296875,40.0,0.0,19.0,62.0,603.0,1.0,600.1669045612317,223.03004270458766,608.8473614122861,398.38716433805496
39,1.06005859375,40.0,0.0,24.0,62.0,601.0,0.0,600.2637274604398,222.98876126925052,608.8327495226752,398.37183532630394
40,1.080078125,40.0,0.0,24.0,63.0,602.0,1.0,600.2637274604398,222.98876126925052,608.8327495226752,398.37183532630394
41,1.110107421875,40.0,0.0,22.0,62.0,603.0,3.0,600.2637274604398,222.98876126925052,608.7653817130952,398.39692631234834
