index,time,left_pwm,right_pwm,left_pressure,right_pressure,left_flex,right_flex,base_pos_x,base_pos_y,tip_pos_x,tip_pos_y,q
0,0,0,0,101,109,650,641,564.503018972037,342.728125491196,563.942472844722,466.302088465128,-0.00907217457795611
1,0.030029296875,0,0,101,110,651,641,564.503018972037,342.728125491196,563.942472844722,466.302088465128,-0.00907217457795611
2,0.05999755859375,40,0,101,109,647,640,564.503018972037,342.728125491196,563.942472844722,466.302088465128,-0.00907217457795611
3,0.09002685546875,40,0,101,110,649,641,564.503018972037,342.728125491196,563.942472844722,466.302088465128,-0.00907217457795611
4,0.1199951171875,40,0,103,111,650,639,564.532656721062,342.768922999924,564.621176409074,466.49444396705,0.00143090402394676
5,0.1500244140625,40,0,103,112,647,638,564.532656721062,342.768922999924,564.621176409074,466.49444396705,0.00143090402394676
6,0.17999267578125,40,0,106,113,645,639,564.46009134011,342.733137769234,568.471816215359,467.687532183674,0.0641889765533588
7,0.21002197265625,40,0,106,113,645,637,564.532656721062,342.768922999924,569.723533306923,467.753599830916,0.0830164976127019
8,0.239990234375,40,0,107,115,642,635,564.532656721062,342.768922999924,570.070661151131,468.040602760519,0.0883583734975022
9,0.27001953125,40,0,108,115,645,633,564.532656721062,342.768922999924,570.070661151131,468.040602760519,0.0883583734975022
10,0.29998779296875,40,0,109,116,642,631,564.532656721062,342.768922999924,571.623472395731,468.144601490149,0.112992725651023
11,0.33001708984375,40,0,109,116,643,633,564.532656721062,342.768922999924,572.43354636695,468.589193178502,0.125425404978311
12,0.36004638671875,40,0,108,116,638,631,564.532656721062,342.768922999924,572.43354636695,468.589193178502,0.125425404978311
13,0.3900146484375,40,0,109,116,637,629,564.46009134011,342.733137769234,572.629538864287,468.761258105206,0.129463706022563
14,0.4200439453125,40,0,109,117,637,627,564.532656721062,342.768922999924,572.475054707371,468.67233374037,0.125999564877934
15,0.45001220703125,40,0,109,117,638,626,564.46009134011,342.733137769234,572.456065011373,468.685466552883,0.126798095223157
16,0.48004150390625,40,0,109,117,636,626,564.532656721062,342.768922999924,573.023280473038,468.637170750284,0.134708799945407
17,0.510009765625,40,0,110,118,632,625,564.46009134011,342.733137769234,573.510361524081,468.695951678934,0.143450987366849
18,0.5400390625,40,0,110,117,633,625,564.537520445521,342.759510405527,573.561076850821,468.755632427317,0.142991323741776
19,0.57000732421875,40,0,110,118,634,623,564.532656721062,342.768922999924,573.043282388448,468.651802584372,0.135009533118618
20,0.61004638671875,40,0,110,118,633,624,564.558569808795,342.83633734214,572.651645224852,468.803517289365,0.128318623083756
21,0.6300048828125,40,0,110,117,631,624,564.558569808795,342.83633734214,572.651645224852,468.803517289365,0.128318623083756
22,0.6700439453125,40,0,109,117,631,624,564.558569808795,342.83633734214,572.651645224852,468.803517289365,0.128318623083756
23,0.69000244140625,40,0,110,118,629,622,564.481224398577,342.80986034383,573.853306381084,468.847453908579,0.148445635052351
24,0.73004150390625,40,0,110,118,631,619,564.481224398577,342.80986034383,573.683183072197,468.84607653777,0.145762236096854
25,0.75,40,0,111,118,630,620,564.408665812623,342.774061242462,573.265593102203,468.765705185758,0.140364558831378
26,0.7900390625,40,0,110,118,629,620,564.481224398577,342.80986034383,573.061451875428,468.645671273092,0.136161033775243
27,0.82000732421875,40,0,110,118,629,620,564.481224398577,342.80986034383,573.061451875428,468.645671273092,0.136161033775243
28,0.85003662109375,40,0,110,118,628,619,564.481224398577,342.80986034383,573.991859135268,468.838143624045,0.150643046481365
29,0.8800048828125,40,0,110,117,628,619,564.558569808795,342.83633734214,573.813642674808,468.810213528291,0.14667286925333
30,0.9100341796875,40,0,110,117,628,618,564.481224398577,342.80986034383,573.385766945048,468.72132857589,0.141206229498924
31,0.94000244140625,40,0,110,117,627,619,564.481224398577,342.80986034383,573.385766945048,468.72132857589,0.141206229498924
32,0.97003173828125,40,0,110,118,627,617,564.481224398577,342.80986034383,573.683183072197,468.84607653777,0.145762236096854
33,1,40,0,110,118,626,617,564.408665812623,342.774061242462,574.014043136131,468.83206624756,0.152102228515363
34,1.030029296875,40,0,110,117,627,617,564.408665812623,342.774061242462,574.014043136131,468.83206624756,0.152102228515363
35,1.05999755859375,40,0,110,117,625,617,564.481224398577,342.80986034383,573.889266635691,468.782720724808,0.149089402173269
36,1.09002685546875,40,0,109,118,626,616,564.481224398577,342.80986034383,573.889266635691,468.782720724808,0.149089402173269
37,1.1199951171875,40,0,110,118,624,615,564.408665812623,342.774061242462,573.396063616042,468.741329857682,0.142452789087464
