,time,left_pwm,right_pwm,left_pressure,right_pressure,left_flex,right_flex,base_pos_x,base_pos_y,tip_pos_x,tip_pos_y
0,0.0,0.0,0.0,21.0,51.0,2.0,1.0,561.1972342029612,251.99983429556494,578.0508865303361,423.15973853303973
1,0.019998550415039062,0.0,0.0,23.0,50.0,2.0,0.0,561.1797938854786,251.98298791162847,578.0546350564863,423.09217615599096
2,0.03999900817871094,0.0,0.0,19.0,51.0,2.0,1.0,561.1797938854786,251.98298791162847,578.0546350564863,423.09217615599096
3,0.05999946594238281,150.0,150.0,20.0,50.0,1.0,1.0,561.1797938854786,251.98298791162847,577.978744080357,423.1873961592565
4,0.08999824523925781,150.0,150.0,21.0,51.0,1.0,1.0,561.1797938854786,251.98298791162847,578.0196681971087,423.2989355248911
5,0.11999893188476562,150.0,150.0,24.0,51.0,1.0,1.0,561.1972342029612,251.99983429556494,578.8680814182611,424.02921613801686
6,0.1399993896484375,150.0,150.0,20.0,51.0,0.0,1.0,561.1972342029612,251.99983429556494,578.8680814182611,424.02921613801686
7,0.1700000762939453,150.0,150.0,24.0,51.0,1.0,1.0,561.2440996757159,251.98286618338815,580.6735524731422,424.2885253181995
8,0.1999988555908203,150.0,150.0,20.0,51.0,0.0,0.0,561.1283208776938,251.99404655531276,583.4619714747987,424.7228035654081
9,0.2199993133544922,150.0,150.0,28.0,51.0,0.0,0.0,561.1797938854786,251.98298791162847,586.8513186806373,425.28713861847285
10,0.25,150.0,150.0,22.0,51.0,0.0,0.0,561.0815986241768,251.98100545812747,590.5803647121845,425.24128363338053
11,0.26999855041503906,150.0,150.0,25.0,51.0,1.0,2.0,561.0815986241768,251.98100545812747,590.5803647121845,425.24128363338053
12,0.2999992370605469,150.0,150.0,23.0,51.0,0.0,1.0,561.0815986241768,251.98100545812747,590.5803647121845,425.24128363338053
13,0.31999969482421875,150.0,150.0,27.0,52.0,0.0,1.0,561.1797938854786,251.98298791162847,596.0134143674352,425.65986399561865
14,0.34999847412109375,150.0,150.0,23.0,51.0,1.0,1.0,561.076131080829,251.99909348278888,597.0431051198227,425.7137946410704
15,0.37999916076660156,150.0,150.0,22.0,50.0,0.0,0.0,561.1994946531332,251.90047335018153,597.0847358874025,425.9910357349807
16,0.39999961853027344,150.0,150.0,25.0,51.0,1.0,0.0,561.1994946531332,251.90047335018153,597.0847358874025,425.9910357349807
17,0.42999839782714844,150.0,150.0,23.0,51.0,3.0,1.0,561.1479975539347,251.91154117359486,596.6840328496744,426.2562831507184
18,0.45999908447265625,150.0,150.0,25.0,52.0,0.0,2.0,561.1994946531332,251.90047335018153,596.3334976006144,426.6498020508338
19,0.4799995422363281,150.0,150.0,21.0,51.0,2.0,0.0,561.2169578231461,251.91732524208086,596.5611450999728,426.6833344533142
20,0.5099983215332031,150.0,150.0,25.0,51.0,0.0,0.0,561.2169578231461,251.91732524208086,596.5611450999728,426.6833344533142
21,0.529998779296875,150.0,150.0,26.0,51.0,1.0,0.0,561.2169578231461,251.91732524208086,597.831784150435,426.4677173094435
22,0.5599994659423828,150.0,150.0,22.0,50.0,3.0,2.0,561.1128617947105,251.93333598162357,599.3517152981707,426.5649920514237
23,0.5799999237060547,150.0,150.0,23.0,51.0,0.0,1.0,561.1994946531332,251.90047335018153,601.1779763984176,426.400326454489
24,0.6099987030029297,150.0,150.0,22.0,49.0,1.0,3.0,561.1994946531332,251.90047335018153,601.1779763984176,426.400326454489
25,0.6399993896484375,150.0,150.0,28.0,50.0,0.0,0.0,561.1994946531332,251.90047335018153,603.1263818422399,426.1012738294603
26,0.6599998474121094,150.0,150.0,21.0,51.0,1.0,0.0,561.2169578231461,251.91732524208086,603.6221821767796,425.85865543919294
27,0.6899986267089844,150.0,150.0,24.0,51.0,0.0,1.0,561.1479975539347,251.91154117359486,603.5620760592778,426.07350870416747
28,0.7099990844726562,150.0,150.0,22.0,50.0,3.0,0.0,561.2169578231461,251.91732524208086,602.4534442651402,426.3065556044458
29,0.7399997711181641,150.0,150.0,27.0,51.0,0.0,0.0,561.2169578231461,251.91732524208086,602.4534442651402,426.3065556044458
30,0.7699985504150391,150.0,150.0,23.0,51.0,0.0,0.0,561.1994946531332,251.90047335018153,601.677943035488,426.5083002527314
31,0.7899990081787109,150.0,150.0,22.0,50.0,2.0,1.0,561.165249945988,251.9283488539138,600.7186949771061,426.52511830523406
32,0.8199996948242188,150.0,150.0,24.0,50.0,2.0,0.0,561.1656825673352,251.887543875187,600.2854838902923,426.5738567572551
33,0.8499984741210938,150.0,150.0,24.0,51.0,2.0,0.0,561.2169578231461,251.91732524208086,600.8456732870809,426.6079711812007
34,0.8699989318847656,150.0,150.0,25.0,51.0,1.0,1.0,561.2169578231461,251.91732524208086,600.8456732870809,426.6079711812007
35,0.8999996185302734,150.0,150.0,21.0,51.0,1.0,0.0,561.2771007776207,251.9391670767459,603.4891914514149,426.4189534311987
36,0.9200000762939453,150.0,150.0,24.0,51.0,1.0,0.0,561.2771007776207,251.9391670767459,603.4891914514149,426.4189534311987
37,0.9499988555908203,150.0,150.0,24.0,51.0,4.0,0.0,561.2771007776207,251.9391670767459,603.4891914514149,426.4189534311987
38,0.9699993133544922,150.0,150.0,22.0,50.0,0.0,0.0,561.2771007776207,251.9391670767459,603.4891914514149,426.4189534311987
39,1.0,150.0,150.0,22.0,51.0,0.0,0.0,561.294554222858,251.96197229183417,604.9098549547346,426.5025282304113
40,1.029998779296875,150.0,150.0,21.0,52.0,2.0,2.0,561.294554222858,251.96197229183417,604.4576550088764,426.4816058290298
41,1.0499992370605469,150.0,150.0,26.0,51.0,2.0,1.0,561.3288416467672,251.9340912924051,603.6512708646821,426.4836204006062
42,1.0799999237060547,150.0,150.0,22.0,51.0,0.0,0.0,561.3243043464662,251.95231687473563,602.3006010565485,426.6945637186261
43,1.1099987030029297,150.0,150.0,25.0,52.0,2.0,0.0,561.3243043464662,251.95231687473563,602.3006010565485,426.6945637186261
44,1.1299991607666016,150.0,150.0,23.0,51.0,4.0,0.0,561.3288416467672,251.9340912924051,601.7291148763753,426.75896007159895
45,1.1599998474121094,150.0,150.0,25.0,51.0,0.0,0.0,561.3611766133249,251.94518735237764,601.1329102391217,426.8044140857298
46,1.1799983978271484,150.0,150.0,22.0,50.0,5.0,1.0,561.3519359024409,251.90787017148904,601.4119073300599,426.8453568017138
47,1.2099990844726562,150.0,150.0,21.0,51.0,0.0,0.0,561.3519359024409,251.90787017148904,601.4119073300599,426.8453568017138
48,1.2299995422363281,150.0,150.0,26.0,51.0,1.0,1.0,561.2771007776207,251.9391670767459,602.2826808387314,426.71399564227534
49,1.2599983215332031,150.0,150.0,21.0,51.0,2.0,0.0,561.2772776450577,251.9451523926571,603.4221332145662,426.4623858342174
50,1.289999008178711,150.0,150.0,24.0,52.0,4.0,1.0,561.3463292879492,251.95095547615588,603.9154669055553,426.44050301270715
51,1.3099994659423828,150.0,150.0,22.0,50.0,1.0,1.0,561.3288416467672,251.9340912924051,604.073897136376,426.415609693911
52,1.3399982452392578,150.0,150.0,25.0,51.0,3.0,0.0,561.3288416467672,251.9340912924051,604.073897136376,426.415609693911
53,1.3699989318847656,150.0,150.0,23.0,51.0,0.0,1.0,561.3288416467672,251.9340912924051,603.8445330886107,426.39841574621795
54,1.3899993896484375,150.0,150.0,25.0,50.0,0.0,0.0,561.294554222858,251.96197229183417,603.4221332145662,426.4623858342174
55,1.4200000762939453,150.0,150.0,24.0,51.0,2.0,0.0,560.9647692071753,251.91567188634338,601.8649771431299,426.5037372892788
56,1.4399986267089844,150.0,150.0,26.0,51.0,0.0,1.0,561.1146649953092,251.91254852866194,601.376120824698,426.50280574383896
